number,account,priority,sys_created_on,state,short_description,description,sys_updated_on,assignment_group,assigned_to,product,resolved_at,sys_mod_count,u_problem,SLA_task,SLA_Business_Time_seconds,SLA_Duration_seconds,SLA_Business_Time,SLA_Duration,trend,trend_auto
CS1797384,Mid Yorkshire Teaching NHS Trust,4 - Low,12/06/2026 12:03:12,Closed,FW: Audit report for access - Morgan,"STOP! Unless you are EXPECTING THIS EMAIL do NOT click on any links, or open any attachments. This may be a phishing email that could compromise our security.

Please can you provide an audit on Symphony for below?

Thanks.

Aamir Maqsud
Digital Systems Manager
The Mid Yorkshire Teaching NHS Trust
Dewsbury & District Hospital
Halifax Road, Dewsbury,
West Yorkshire, WF13 4HS

From: DPO (MID YORKSHIRE TEACHING NHS TRUST) <midyorks.dpo@nhs.net>
Sent: 11 June 2026 11:26
To: WALSH, Jackie (MID YORKSHIRE TEACHING NHS TRUST) <jackie.walsh2@nhs.net>; CINNAMON, Gareth (MID YORKSHIRE TEACHING NHS TRUST) <gareth.cinnamon@nhs.net>; PISSANTCHEVA, Danielle (MID YORKSHIRE TEACHING NHS TRUST) <d.pissantcheva@nhs.net>; HORLER, Jason (MID YORKSHIRE TEACHING NHS TRUST) <jason.horler@nhs.net>; PLYTAITYTE, Sandra (MID YORKSHIRE TEACHING NHS TRUST) <sandra.plytaityte@nhs.net>; MAQSUD, Aamir (MID YORKSHIRE TEACHING NHS TRUST) <aamir.maqsud@nhs.net>
Subject: Audit report for access - Morgan
Importance: High

Dear all,

Can you please provide a full audit  of access to the following patients records from all your systems as soon as possible please

This is all access, no time / date limitations

Patient 1 (Mother): Hospital No: 141 5279.

Patient 2 (Child): Hospital No: 755 0854.

Patient 3 (Child): Hospital No: 745 8626.






Regards



[MYDS_Logo]

Martin Moorhouse

Information Governance
Manager





Office of Data Protection &
Information Governance
Mid Yorkshire Teaching NHS Trust

Dewsbury & District Hospital

Halifax Road, Dewsbury,

West Yorkshire, WF13 4HS



Book time with MOORHOUSE, Martin (MID YORKSHIRE TEACHING NHS TRUST) <https://outlook.office.com/bookwithme/user/c42051ec71a54007afa6cf684c40acea@nhs.net?anonymous&ismsaljsauthenabled&ep=pcard>






************************************************************************************** ******************************

This message may contain confidential information. If you are not the intended recipient please:
i) inform the sender that you have received the message in error before deleting it; and
ii) do not disclose, copy or distribute information in this e-mail or take any action in relation to its content (to do so is strictly prohibited and may be unlawful).
Thank you for your co-operation.

NHS.net Connect is the secure email, collaboration and directory service available for all NHS staff in England. NHS.net Connect is approved for exchanging patient data and other sensitive information with NHS.net Connect and other accredited email services.

For more information and to find out how you can switch visit Joining NHS.net Connect - NHS.net Connect Support<https://support.nhs.net/article-categories/joining-nhsmail/>",29/06/2026 16:31:28,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,15/06/2026 16:29:33,19,,CS1797384,44781.0,275181.0,"12 hrs, 26 mins","3 days, 4 hrs, 26 mins",Notifications & Communications / Email,
CS1797962,Northern Lincolnshire And Goole NHS Foundation Trust,4 - Low,15/06/2026 10:48:52,Closed,Report to show staff activity,"Good morning,
We have been contacted to see if we can provide a staff activity report for login/log outs of the system to aid in a fraud investigation.

Currently, we only have a report to show a user's last logon and another report where we enter a patients details and can see which users had activity with that patient.

As we use generic accounts to login on Symphony in our ED departments can I please ask if it possible to run a report on staff activity?",02/07/2026 13:15:52,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,02/07/2026 09:58:23,52,,CS1797962,472581.0,904581.0,"5 days, 11 hrs, 16 mins","10 days, 11 hrs, 16 mins",Other,DAD / HL7 / interface messaging
CS1797991,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,4 - Low,15/06/2026 11:07:13,Closed,Audit Request - access of patient record ,"Hi, 
Can we please have an audit for who has accessed the following patient record between the given dates:
D1018585 from January 2023 to present date. 

Many Thanks, 
Laura",30/06/2026 13:37:29,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,16/06/2026 13:37:23,12,,CS1797991,37810.0,95410.0,"10 hrs, 30 mins","1 days, 2 hrs, 30 mins",Other,Audit / IG / access investigation
CS1798076,Health Service Executive,4 - Low,15/06/2026 11:55:16,Closed,Require audit report run,Require audit report run please for a patient requesting same as part of GDPR request. Date range is 09.11.2021 - 09.11.2021 what actions on symphony carried out (can see patient registered and discharged as did not wait) and who accessed this record - can you run audit from this 09.11.2021 to now to see who has viewed?. NGH-21-019011,02/07/2026 10:47:27,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,18/06/2026 10:46:53,19,,CS1798076,25989.0,83589.0,"7 hrs, 13 mins","23 hrs, 13 mins",Other,Audit / IG / access investigation
CS1798818,University Hospital Southampton NHS Foundation Trust,4 - Low,16/06/2026 11:22:23,Closed,RHMSYM111,"Hi

Can someone tell me if this server is still being used for anything?

Many Thanks,
Bentley",30/06/2026 16:21:26,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,16/06/2026 16:19:46,18,,CS1798818,14665.0,14665.0,"4 hrs, 4 mins","4 hrs, 4 mins",Other,
CS1799302,Betsi Cadwaladr University Healthboard,4 - Low,17/06/2026 09:11:53,Closed,printing issue single user,"consultant on YGC site trying to print document, gets error as attached.. user is  Ro074216, trying to get more detail as user raised ticket with local IT (looks more windows issue than symphony?)  APP-V is usual deployment at BCUHB",03/07/2026 09:16:48,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,03/07/2026 09:16:46,29,,CS1799302,47222.0,162422.0,"13 hrs, 7 mins","1 days, 21 hrs, 7 mins",Other,Performance / outage / errors
CS1799637,Cumbria Teaching PCT,4 - Low,17/06/2026 13:00:05,Closed,Export of DEP usage,Is there a way for us to generate a report of the DEP usage for Symphony?,22/06/2026 08:44:48,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,22/06/2026 08:44:47,11,,,,,,,Other,Clinical workflow / DEP / clinic / BRM
CS1800288,Health Service Executive,4 - Low,18/06/2026 12:35:39,Closed,"Adding ""address"" to output","Hi there, hopefully a very quick question here. I'm wondering if it is possible to add Patient Address (all lines) to the output of an e-AUDIT search (which is then exported to Excel)? As an extension to this, is it possible to add arbitrary data elements to this export? Thanks so much!",18/06/2026 16:47:19,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,18/06/2026 16:43:52,7,,CS1800288,14893.0,14893.0,"4 hrs, 8 mins","4 hrs, 8 mins",Other,Audit / IG / access investigation
CS1800655,North Cumbria Integrated Care NHS Foundation Trust,4 - Low,19/06/2026 09:10:50,Closed,Request for copy of Symphony DB Schema,"Currently I am unable to locate a copy of the Symphony DB Schema within our local documentation.

Is it possible for a copy to be provided please?

Thanks",26/06/2026 16:04:30,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,26/06/2026 16:03:27,17,,,,,,,Other,
CS1801827,Swansea Bay University Health Board,4 - Low,22/06/2026 16:41:23,Closed,RemoteApp Error Message,"User (ja029123) reports remote app error message when trying to log onto thin client (screenshot attached). Sometimes takes multiple attempts to logon, other times won't let the user logon.",22/07/2026 01:01:27,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,08/07/2026 00:59:28,21,,CS1801827,28354.0,84811.0,"7 hrs, 52 mins","23 hrs, 33 mins",Other,DAD / HL7 / interface messaging
CS1802083,Tallaght University Hospital,4 - Low,23/06/2026 10:47:36,Closed,TUH REF 787347 - Missing print jobs again,"Hi,

We have received reports of missing print jobs again (Last time it was Triage print jobs). These jobs were for RATU, we remade some of the print jobs but the users are stating one is missing and we are not sure which job this is.

Can you please find this job and restore it? It may have been called ID bands, not sure

Thanks
Jason",14/07/2026 10:07:29,Acute Care Symphony Support Level 1,Gareth Evans,Symphony - Printed Output,30/06/2026 10:05:48,23,,,,,,,Other,Printing / documents / output
CS1802120,North Cumbria Integrated Care NHS Foundation Trust,4 - Low,23/06/2026 11:17:11,Closed,Attending patients at Penrith UTC with previous NHS111 attendance,"Will not allow attending patients at Penrith UTC with previous NHS111 attendance that has not been attended. 

Please refer to document attached with the screen shot of a previous NHS111 entry and the error message received when trying to attend a current attendance.

This happens within Penrith UTC around 7 times a day, where they are unable to attend patients due to this issue.",10/07/2026 14:12:53,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,10/07/2026 14:12:52,24,,,,,,,Other,DAD / HL7 / interface messaging
CS1802477,Betsi Cadwaladr University Healthboard,4 - Low,23/06/2026 15:43:27,Closed,practice SS utilization ,We just want to know that all that Practices that are signed up for SS are using it and have not switched it off  ,30/06/2026 11:23:19,Acute Care Symphony Support Level 1,Shazad Ishaque,ScriptSwitch,23/06/2026 18:07:12,11,,,,,,,Other,
CS1802553,Northampton General Hospital NHS Trust,4 - Low,23/06/2026 16:59:50,Closed,Audit data request for specified patients between time period provided,"Please could you provide me with an extract containing details of who accessed and/or edited (with dates, times and action) the following records in Symphony between 01/01/2016 - 20/05/2016 .

Hosp No: 2182136
Hosp No: 2165095
Hosp No: 2152388
Hosp No: 2214133
Hosp No: 2236753

Thank you",29/06/2026 08:26:33,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,25/06/2026 18:04:20,14,,CS1802553,57610.0,176670.0,16 hrs,"2 days, 1 hrs, 4 mins",Other,Audit / IG / access investigation
CS1802798,Mid Yorkshire Teaching NHS Trust,4 - Low,24/06/2026 10:47:26,Closed,Active Users for Symphony ,Are you able to provide the number of active users on Symphony for MidYorks please?,09/07/2026 14:37:27,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,25/06/2026 14:36:45,14,,CS1802798,9076.0,9076.0,"2 hrs, 31 mins","2 hrs, 31 mins",Other,
CS1802975,Kent Community Health NHS Foundation Trust,4 - Low,24/06/2026 13:27:34,Closed,GP Connect error,"One of our users is receiving the attached error when clicking onto GP Connect. 
It is happening for all patients, other users are not effected.
The PC has been restarted, and checked for updates",30/06/2026 10:10:03,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,30/06/2026 10:08:05,29,,CS1802975,30861.0,30861.0,"8 hrs, 34 mins","8 hrs, 34 mins",Other,DAD / HL7 / interface messaging
CS1803070,Betsi Cadwaladr University Healthboard,4 - Low,24/06/2026 14:59:47,Closed,UDDA table and mappings export request,with adding the WECDS Diagnosis table expected the 8th July-  and turning off existing UDDA look-up... would it be possible to have a copy of the UDDA look-up with the mappings preserved in the table? (excel),25/06/2026 14:43:52,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,25/06/2026 14:38:16,21,,CS1803070,11290.0,68890.0,"3 hrs, 8 mins","19 hrs, 8 mins",Other,Data / SQL / configuration
CS1803132,Betsi Cadwaladr University Healthboard,4 - Low,24/06/2026 16:03:07,Closed,Print mask failing to load,"Social Services (Paeds) DEP has an attached print mask. We have been trying to update to a new one (attached labelled 2025), but the print preview won't load. When reverting to the old one (attached labelled  2021) it works as expected. As a result, we cannot print the new version of the document to send these referrals.",03/07/2026 09:07:48,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,03/07/2026 09:07:46,24,,CS1803132,43178.0,158378.0,"11 hrs, 59 mins","1 days, 19 hrs, 59 mins",Other,Clinical workflow / DEP / clinic / BRM
CS1803522,Brighton And Sussex University Hospitals NHS Trust,4 - Low,25/06/2026 10:44:05,Closed,Staff Auidtt,"I hope this email finds you well.   Can I please ask for your assistance?

 

We need an audit undertaken on Symphony system, each audit needs to provide information on what in the file has been viewed, whether anything has been added to or amended, or deleted or downloaded from the file.  This has been authorised by Heidi.

 

The audit is to be undertaken on a bank worker called Noah Hendricks, so that we can see what he has reviewed.

 

This audit has been authorised by Heidi Doubtfire-Lynn, who is cc'd into this email for clarity and confirmation.",09/07/2026 11:39:27,Acute Care Symphony Support Level 1,Sheree Chadwick,Symphony,25/06/2026 11:39:05,9,,CS1803522,3300.0,3300.0,55 mins,55 mins,Notifications & Communications / Email,
CS1803872,Betsi Cadwaladr University Healthboard,4 - Low,25/06/2026 14:41:22,Closed,3 unknown items in checkout zone,"again seeing x3 tickets from other folks in our bucket...
not BCUHB Symhony and not members of my team team

CS1802477- Gill Boothman
CS1802698- Nicola Pritchard
CS1792472- Gill Boothman",09/07/2026 12:49:10,Acute Care Symphony Support Level 1,Shazad Ishaque,Optum Help Centre,29/06/2026 14:51:55,16,,,,,,,Other,
CS1804392,Luton And Dunstable Hospital NHS Foundation Trust,4 - Low,26/06/2026 10:50:17,Closed,URGENT - New information standard for the reasonable adjustment digital flag,"Hi Support - Bedford and Luton Site
URGENT - New information standard for the reasonable adjustment digital flag

Please see below and let us know

Please check if RADF could be implemented within Symphony

''A new information standard for the reasonable adjustment digital flag, published in December, requires all NHS, health and social care providers that are publicly-funded to be able to read, write and share reasonable adjustments via the National Care Records Service (NCRS) by 30 September 2026. Full details of actions which providers must take are detailed in the above information standard notice (ISN), its accompanying implementation guidance and this summary checklist.

Providers whose software suppliers have already completed national registration and onboarding will be able to use the software to access the reasonable adjustment digital flag (RADF). Alternatively, they can do so directly via the NCRS online portal.

All providers are advised to establish if their software supplier has registered their interest in the onboarding process for the digital flag by consulting NHS England’s national supplier interest list or Information about suppliers (NHS Futures – requires login).

If their supplier’s software isn’t registered, providers should ask them to do so. Suppliers can use this link to register: Patient Flag API supplier interest form - NHS England Digital

Details of how to read and write reasonable adjustments via NCRS are here: Guide to Using the Reasonable Adjustment Flag in NCRS – NHS England Digital

This is the latest stage in the national roll-out of reasonable adjustment digital flags that will help millions of disabled people to access publicly-funded health and care services more easily.

Under the new information standard, providers must also ensure:

· all staff learn about reasonable adjustments using either their own training or the free national training developed here: Reasonable adjustment digital flag – e-Learning

· a person’s reasonable adjustment entries are identified, recorded and reviewed regularly to ensure they reflect the person’s current needs, ready for sharing via NCRS later this year.

Need more info?

More about RAs & RADF: NHS England » Reasonable adjustments.

Email NHS England’s national RADF team: england.radfproject@nhs.net''


Will this be available by EMIS
Many thanks
Zak
IT Team",13/07/2026 10:27:27,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,29/06/2026 10:26:10,13,,CS1804392,128153.0,257753.0,"1 days, 11 hrs, 35 mins","2 days, 23 hrs, 35 mins",Notifications & Communications / Email,
CS1804644,Children's Health Ireland,4 - Low,26/06/2026 14:11:00,Closed,PC in UCC getting attached error message ,PC in UCC getting attached error message. tried a reinstall and still not working,28/07/2026 01:11:27,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,14/07/2026 01:09:28,23,,CS1804644,58452.0,346452.0,"16 hrs, 14 mins","4 days, 14 mins",Other,DAD / HL7 / interface messaging
CS1805229,Isle Of Wight NHS Trust,4 - Low,29/06/2026 11:31:55,Closed,Active users,"Hello team,

Would it be possible to get a list of all active users, with the last time they logged in?

Regards
Zach",30/06/2026 11:52:57,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,30/06/2026 11:47:48,14,,CS1805229,29753.0,87353.0,"8 hrs, 15 mins","1 days, 15 mins",Other,
CS1805515,North West Anglia NHS Foundation Trust,4 - Low,29/06/2026 13:21:16,Closed,Audit 26-08,Please can you complete an audit using the parameters provided in the Word doc attached,30/06/2026 13:39:01,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,30/06/2026 13:31:46,13,,CS1805515,13124.0,13933.0,"3 hrs, 38 mins","3 hrs, 52 mins",Other,Audit / IG / access investigation
CS1805790,North West Anglia NHS Foundation Trust,4 - Low,29/06/2026 16:07:47,Closed,Audit 26-09 P1,"Good afternoon,

Please can an audit be completed using the parameters in the Word doc.

Many thanks",30/06/2026 13:15:39,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,30/06/2026 13:02:22,18,,CS1805790,3209.0,5192.0,53 mins,"1 hrs, 26 mins",Other,Audit / IG / access investigation
CS1806209,Luton And Dunstable Hospital NHS Foundation Trust,4 - Low,30/06/2026 11:01:18,Closed,There is a problem with HL7 interface between Symphony luton TEST and TIE TEST,"Hi Support

There is a problem with HL7 interface between Symphony luton TEST and TIE TEST Luton 

There is no connectivity 
 
We restarted the server but still no messages on the TIE 
 
Please kindly check

Many thanks
Zak
IT Team",22/07/2026 13:15:27,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,08/07/2026 13:14:19,22,,CS1806209,36113.0,79313.0,"10 hrs, 1 mins","22 hrs, 1 mins",Other,DAD / HL7 / interface messaging
CS1806557,Aneurin Bevan University Healthboard,4 - Low,30/06/2026 14:48:40,Closed,Error trying to perform batch print,"Hi, 

Staff at our RGH site are having issues trying to perform the batch print of GP discharge letters. Please see picture of error message attached.",07/07/2026 09:33:22,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,07/07/2026 09:33:20,15,,CS1806557,613.0,613.0,10 mins,10 mins,Other,DAD / HL7 / interface messaging
CS1807286,North Cumbria Integrated Care NHS Foundation Trust,4 - Low,01/07/2026 13:50:13,Closed,Printing not working since failover at the weekend,"Reported by Andy Turnbull 07838 773071

NCIC failed over to the secondary SQL server at the weekend and have since failed back. Since then, print jobs have not worked.

Copies of print jobs are going to the repository, but not to the printers. Can print from other apps.

Usually when this happens, the printers eventually come back online, but not this time.

eg CAS card printing from CIC.

As well as getting this fixed, we'd like to know what the process is behind the scenes, and understand what else to do following a failover.",08/07/2026 15:45:33,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,08/07/2026 13:00:51,28,,CS1807286,132312.0,261912.0,"1 days, 12 hrs, 45 mins","3 days, 45 mins",Other,Performance / outage / errors
CS1807322,Luton And Dunstable Hospital NHS Foundation Trust,4 - Low,01/07/2026 14:28:31,Closed,Luton - Query about using Majax,"Hi Support,

Please can you let me know what and how our Majax is configured at Luton?

Do we have pre-generated numbers?

Many thanks
Jo",09/07/2026 20:40:38,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,09/07/2026 16:12:04,26,,CS1807322,32861.0,32861.0,"9 hrs, 7 mins","9 hrs, 7 mins",Other,Clinical workflow / DEP / clinic / BRM
CS1807879,Bedford Hospital NHS Trust,4 - Low,02/07/2026 11:40:27,Closed,Audit request,"Hi,

Could you kindly produce an audit report for all user activity on patient V019939 from 22/06/2026 to present please?

Thank you.

Kind regards,
Kahlil",03/07/2026 12:16:50,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,02/07/2026 15:13:01,22,,CS1807879,8396.0,8396.0,"2 hrs, 19 mins","2 hrs, 19 mins",Other,Audit / IG / access investigation
CS1808325,Norfolk and Norwich University Hospitals NHS Foundation Trust,4 - Low,02/07/2026 17:38:11,Closed,"Audit of access to patient record, plus any & all changes made to the record","a Parent has made a GDPR Subject access request for audit logs of all access (edit/view, change, delete etc) of their daughters records in Symphony between 14/01/2026 to 25/01/2026. Patient hospital number is 1793922
They have also asked for details of any changes and additions, removals of information and any markers that have been set - showing the details (words) of the changes including but not limited to;
Safeguarding markers
mentions of ""Domestic Violence""
and/or ""No contact for family / Father""
Any Reed coding
Metadata footprint.",20/07/2026 16:57:28,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,06/07/2026 16:57:04,15,,CS1808325,57424.0,343133.0,"15 hrs, 57 mins","3 days, 23 hrs, 18 mins",Other,Audit / IG / access investigation
CS1809123,Wye Valley NHS Trust,4 - Low,06/07/2026 09:22:41,Closed,TIE interface failure,Speciality referrals from EEMAC not being processed and rejected,23/07/2026 08:51:29,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,09/07/2026 08:50:20,15,,CS1809123,9044.0,10285.0,"2 hrs, 30 mins","2 hrs, 51 mins",Other,DAD / HL7 / interface messaging
CS1809595,Betsi Cadwaladr University Healthboard,4 - Low,06/07/2026 14:58:55,Closed,question about replicated  (aka-: rep1),"from colleague- Mr Dafydd Horan (builds and maintains or SQL reporting in BCU Symphony) 

 Can you ask them why not all of the Replicated server tables have data in them, even though there is data in the Live server tables? One example is the dbo.Aud_Attendance_Details table. 

It would be good to get both servers matching as I only really use the Replicated server. As an example, with the above dbo.Aud_Attendance_Details table if I used the Replicated server then it wouldn’t show any records stored in it, whereas if I used Live it would. Hope that makes sense.",07/07/2026 15:22:02,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,07/07/2026 15:21:59,20,,CS1809595,17624.0,75224.0,"4 hrs, 53 mins","20 hrs, 53 mins",Reporting & Analytics / Reporting,
CS1809663,North West Anglia NHS Foundation Trust,4 - Low,06/07/2026 15:53:51,Closed,Audit 26-10 P1,Please can you complete an audit using the parameters in the Word doc,09/07/2026 12:41:14,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,07/07/2026 18:07:02,15,,CS1809663,32769.0,94391.0,"9 hrs, 6 mins","1 days, 2 hrs, 13 mins",Other,Audit / IG / access investigation
CS1809667,North West Anglia NHS Foundation Trust,4 - Low,06/07/2026 15:54:56,Closed,Audit 26-10 P2,Please can you complete an audit using the parameters in the Word doc,09/07/2026 12:38:32,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,07/07/2026 17:02:15,8,,CS1809667,32704.0,90439.0,"9 hrs, 5 mins","1 days, 1 hrs, 7 mins",Other,Audit / IG / access investigation
CS1809668,North West Anglia NHS Foundation Trust,4 - Low,06/07/2026 15:56:02,Closed,Audit 26-10 P3,Please can you complete an audit using the parameters in the Word doc,09/07/2026 12:38:50,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,07/07/2026 09:02:20,12,,CS1809668,3978.0,61578.0,"1 hrs, 6 mins","17 hrs, 6 mins",Other,Audit / IG / access investigation
CS1809681,North West Anglia NHS Foundation Trust,4 - Low,06/07/2026 16:04:54,Closed,Audit 26-11,Please complete an audit for the patient - use the Word doc attached for parameters,09/07/2026 14:14:48,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,07/07/2026 09:21:11,13,,CS1809681,4577.0,62177.0,"1 hrs, 16 mins","17 hrs, 16 mins",Other,Audit / IG / access investigation
CS1810209,North Cumbria Integrated Care NHS Foundation Trust,4 - Low,07/07/2026 12:58:33,Closed,cannot launch ICE from Symphony,"User cannot launch ICE from Symphony, see error message attached",15/07/2026 11:58:37,Acute Care Symphony Support Level 2,Sheree Chadwick,Symphony,15/07/2026 11:58:35,54,,,,,,,Other,DAD / HL7 / interface messaging
CS1810327,Norfolk and Norwich University Hospitals NHS Foundation Trust,4 - Low,07/07/2026 14:40:24,Closed,Audit of access to a patient record,Provide a full audit trail of every staff member who accessed record on Symphony.  (HN 1793922)  hospital stay on CAU on 15th-16th January 2026:,23/07/2026 16:11:27,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,09/07/2026 16:10:21,17,,CS1810327,62997.0,178197.0,"17 hrs, 29 mins","2 days, 1 hrs, 29 mins",Other,Audit / IG / access investigation
CS1810742,North West Anglia NHS Foundation Trust,4 - Low,08/07/2026 10:52:46,Closed,Printing template - QR query,"Morning,
I've been asked by pathology to look at QR codes or 2D barcodes to meet a national project. I know the print template is a 'me' thing, I've dabbled but cant get word to autogenerateQR or see how a font would work (like we currently use the old flat barcodes)
They have told me Leeds/other symphony place as this - which is sort of helpful, it is possible (possibly?)

Are you aware of anyone i can contact or have a copy of a template from somewhere that i can dabble with to test if it meets their needs

Sorry, appreciate its a very random question and not really a problem with symphony
(essentially this path project is getting the name/number/dob to do a full match rather than just lookup a number = something haemonetics-y)",13/07/2026 10:55:29,Acute Care Symphony Support Level 1,Sheree Chadwick,Symphony,08/07/2026 12:32:17,27,,CS1810742,4689.0,4689.0,"1 hrs, 18 mins","1 hrs, 18 mins",Other,Data / SQL / configuration
CS1811205,Wye Valley NHS Trust,4 - Low,09/07/2026 07:17:39,Closed,DAD Restart,"Hi

Our symphony comm point is down.

Please can you restart the DAD service for Wye Valley NHS",23/07/2026 16:09:27,Acute Care Symphony Support Level 1,Gareth Evans,Symphony - DAD,09/07/2026 16:09:19,13,,,,,,,Other,DAD / HL7 / interface messaging
CS1811326,Leeds Teaching Hospitals NHS Trust,4 - Low,09/07/2026 09:46:13,Closed,BRM department,Can you remove the grey team on the BRM department please.,24/07/2026 11:13:27,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,10/07/2026 11:12:20,17,,CS1811326,48367.0,91567.0,"13 hrs, 26 mins","1 days, 1 hrs, 26 mins",Other,Clinical workflow / DEP / clinic / BRM
CS1811946,Norfolk and Norwich University Hospitals NHS Foundation Trust,4 - Low,09/07/2026 18:47:18,Closed,internal investigation. Audit ,"Dear Victoria,

Could you kindly request an audit of access to Symphony to support an internal investigation. Audit details as follows:

•	User LW108 for the period 19/04/2026 to 29/06/2026

Kind Regards
 
Helen 
 
Information Governance Assurance Officer",27/07/2026 12:16:52,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,27/07/2026 12:16:47,27,,CS1811946,124057.0,578419.0,"1 days, 10 hrs, 27 mins","6 days, 16 hrs, 40 mins",Other,Audit / IG / access investigation
CS1812015,Norfolk and Norwich University Hospitals NHS Foundation Trust,4 - Low,10/07/2026 09:01:30,Closed,patient audit,"Dear team, please could I request details of who has accessed this patients recent attendance 1124493",13/07/2026 10:34:11,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,10/07/2026 16:55:32,15,,CS1812015,28442.0,28442.0,"7 hrs, 54 mins","7 hrs, 54 mins",Other,Audit / IG / access investigation
CS1812194,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,4 - Low,10/07/2026 11:04:53,Closed,Access audit request ,"Can we please have an audit on who has accessed the following 2 patient records between September 2023 and May 2024:
D0112989 MW
D1026612 NA

Many Thanks
Laura",28/07/2026 10:32:52,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,14/07/2026 14:02:37,16,,CS1812194,67089.0,355089.0,"18 hrs, 38 mins","4 days, 2 hrs, 38 mins",Other,Audit / IG / access investigation
CS1812834,Wye Valley NHS Trust,4 - Low,13/07/2026 10:43:07,Closed,Please can you tell me who created and last edited Freya Hunt's log in,"I have just done a correction on Freya Hunts user log in as it was not functioning properly,  please can you tell me who created and edited Freya log in excluding me  today. Someone is not creating the log in correctly and i am trying to find out who.",29/07/2026 10:55:30,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,15/07/2026 10:53:44,17,,CS1812834,25262.0,82862.0,"7 hrs, 1 mins","23 hrs, 1 mins",Other,Login / access / permissions
CS1812931,South Tees Hospitals NHS Foundation Trust,4 - Low,13/07/2026 11:44:35,Closed,Disk space,"Hello
This is related to case CS1804949.
STAS821, the secondary, is still using the same amount of disk as it was before the database work was carried out.
Please could this be looked into?
Thanks
Paul",15/07/2026 15:42:00,Acute Care Symphony Support Level 2,Sheree Chadwick,Symphony,15/07/2026 15:15:40,20,,CS1812931,42260.0,99860.0,"11 hrs, 44 mins","1 days, 3 hrs, 44 mins",Other,Data / SQL / configuration
CS1812980,Mid Yorkshire Teaching NHS Trust,4 - Low,13/07/2026 12:26:00,Closed,Audit request,"Hi

Can you please provide audit of user access for unit number 3582130 for the last 3 months

Thanks

Farzana",29/07/2026 09:05:27,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,15/07/2026 09:04:19,17,,CS1812980,34141.0,91741.0,"9 hrs, 29 mins","1 days, 1 hrs, 29 mins",Access & Security / User Access,
CS1813041,Norfolk and Norwich University Hospitals NHS Foundation Trust,4 - Low,13/07/2026 13:30:50,Closed,Review of access,"There was a concern raised  that the records may have been viewed by colleagues, as they were showing on symphony and this patient works on AMU. 

Johnny discussed with Helen Hiseman and it was felt that reviewing would be appropriate.

Thank you",31/07/2026 16:53:27,Acute Care Symphony Support Level 1,Sheree Chadwick,Symphony,17/07/2026 16:53:26,27,,CS1813041,52416.0,167616.0,"14 hrs, 33 mins","1 days, 22 hrs, 33 mins",Other,Audit / IG / access investigation
